User_id,First_tran_date,Location,Age,Gender
46875008,2020-02-14,Other Cities,23_to_27,FEMALE
49043650,2019-08-31,Unknown,23_to_27,FEMALE
4221391,2019-09-20,Unknown,unknown,FEMALE
47315966,2019-05-29,Other Cities,33_to_37,MALE
49394428,2020-02-14,Other Cities,23_to_27,MALE
50532089,2019-11-08,Other Cities,33_to_37,FEMALE
41510566,2018-04-09,HN,23_to_27,FEMALE
50160965,2019-10-26,Other Cities,28_to_32,FEMALE
42073846,2018-05-31,HCMC,28_to_32,MALE
38638589,2018-08-07,HCMC,33_to_37,FEMALE
39083356,2019-09-24,Other Cities,>37,MALE
51382468,2020-03-29,HN,28_to_32,MALE
50150616,2019-11-07,HCMC,28_to_32,FEMALE
51230943,2019-11-29,Other Cities,18_to_22,MALE
40955460,2019-09-20,HCMC,23_to_27,MALE
49221900,2019-09-10,Other Cities,23_to_27,MALE
55826222,2020-05-08,Other,unknown,FEMALE
6743023,2018-11-05,HCMC,28_to_32,MALE
24440747,2020-04-20,Other Cities,18_to_22,MALE
52612677,2020-01-16,HN,23_to_27,MALE
44972657,2019-01-14,HN,28_to_32,MALE
38695601,2017-05-04,Other,23_to_27,MALE
56470769,2020-06-26,Other Cities,33_to_37,MALE
49431645,2019-09-19,HCMC,28_to_32,FEMALE
50114114,2019-10-23,Other Cities,unknown,FEMALE
41388311,2020-03-31,Other Cities,28_to_32,FEMALE
48860637,2019-09-16,HN,23_to_27,MALE
18672887,2020-05-22,Other Cities,33_to_37,MALE
25986502,2020-05-14,Other Cities,unknown,MALE
46143016,2020-02-04,HCMC,23_to_27,FEMALE
57539544,2020-08-01,Other,>37,FEMALE
35015295,2017-11-24,HCMC,23_to_27,MALE
43512980,2020-01-18,Other Cities,unknown,MALE
751694,2019-02-19,Other Cities,23_to_27,MALE
15365112,2019-08-24,Other Cities,18_to_22,FEMALE
55131740,2020-04-13,Other Cities,18_to_22,FEMALE
46641209,2019-04-12,HCMC,23_to_27,MALE
45753182,2019-02-15,HCMC,23_to_27,FEMALE
46686250,2019-04-09,Other Cities,>37,MALE
56541645,2020-10-19,Other,unknown,MALE
33217015,2017-10-12,HCMC,28_to_32,MALE
40341822,2017-12-01,Other Cities,unknown,MALE
16062168,2019-09-09,HCMC,unknown,FEMALE
43517910,2019-08-06,HCMC,28_to_32,FEMALE
41300808,2018-04-07,Other,28_to_32,MALE
46764173,2019-04-15,Other,23_to_27,MALE
46462574,2020-01-20,Other Cities,23_to_27,FEMALE
44075312,2018-11-02,Other Cities,28_to_32,MALE
52389341,2020-02-24,Other Cities,>37,MALE
37385149,2017-03-16,HN,unknown,FEMALE
25655232,2016-03-29,Other Cities,28_to_32,MALE
27171883,2019-10-26,Other Cities,28_to_32,MALE
45613782,2019-05-29,HCMC,33_to_37,MALE
44056307,2019-09-25,HCMC,unknown,MALE
55115928,2020-04-07,Other Cities,28_to_32,MALE
59837964,2020-11-27,Other Cities,28_to_32,MALE
44930504,2020-01-08,Other Cities,unknown,MALE
36709390,2016-12-02,HN,unknown,MALE
49765497,2019-10-05,Other Cities,>37,MALE
49468146,2019-09-20,HCMC,23_to_27,FEMALE
43444728,2020-02-03,Unknown,23_to_27,MALE
49997482,2019-11-14,Other Cities,18_to_22,FEMALE
51709577,2020-04-04,Other Cities,unknown,FEMALE
41962454,2018-06-06,Other Cities,23_to_27,MALE
49276147,2019-11-30,HCMC,unknown,FEMALE
45257992,2020-05-25,HCMC,23_to_27,FEMALE
28339008,2020-11-02,Other Cities,23_to_27,MALE
40393101,2017-12-01,Other Cities,unknown,FEMALE
36786982,2016-12-12,Other,18_to_22,FEMALE
55172290,2020-04-13,Other Cities,33_to_37,FEMALE
30392098,2020-02-08,Unknown,23_to_27,MALE
44145225,2019-08-10,Other Cities,18_to_22,MALE
40076592,9917-11-10,Other,28_to_32,MALE
15380698,2020-02-22,Other Cities,28_to_32,MALE
58515083,2020-09-15,Other Cities,unknown,MALE
53534752,2020-03-04,HCMC,>37,MALE
18166352,2019-10-24,HCMC,33_to_37,FEMALE
55627866,2020-06-26,HCMC,23_to_27,MALE
43920105,2019-03-02,HN,28_to_32,FEMALE
42294084,2019-11-21,Other,18_to_22,MALE
2372041,2019-05-14,Other Cities,>37,FEMALE
42878872,2020-06-13,HCMC,28_to_32,MALE
48223541,2019-08-10,Other Cities,28_to_32,MALE
42059716,2019-01-23,Other Cities,23_to_27,FEMALE
40353159,2018-12-19,Other Cities,28_to_32,FEMALE
44480608,2018-12-10,Other,23_to_27,FEMALE
41204058,2018-03-03,Other Cities,28_to_32,FEMALE
44500363,2019-03-16,HN,>37,MALE
42335328,2019-02-01,HCMC,28_to_32,FEMALE
50487574,2019-12-16,HN,23_to_27,MALE
43728336,2018-10-13,Other Cities,28_to_32,MALE
19545004,2020-05-06,Other Cities,23_to_27,MALE
42664618,2019-10-26,HCMC,23_to_27,MALE
53451852,2020-04-08,HCMC,33_to_37,FEMALE
44314117,2019-04-19,Other Cities,>37,MALE
7632573,2020-01-08,Other Cities,28_to_32,FEMALE
49540486,2020-06-09,HCMC,23_to_27,MALE
42357486,2018-06-30,HCMC,33_to_37,FEMALE
48069819,2019-10-08,Other Cities,23_to_27,MALE
55774950,2020-10-16,Other Cities,unknown,FEMALE
40972072,2018-06-01,Other Cities,unknown,MALE
52182270,2019-12-30,Other Cities,18_to_22,MALE
54109444,2020-03-02,Other Cities,23_to_27,MALE
15640972,2018-02-06,HCMC,>37,MALE
39953894,2017-09-11,HN,28_to_32,FEMALE
39983897,2019-02-20,HCMC,23_to_27,MALE
48880968,2019-08-22,HCMC,23_to_27,MALE
50052200,2019-10-19,Other Cities,unknown,MALE
9049543,2016-11-03,HCMC,23_to_27,MALE
7835003,2019-07-15,Other Cities,unknown,MALE
12104780,2018-12-18,HCMC,18_to_22,FEMALE
40219671,2018-01-09,HCMC,unknown,FEMALE
37169593,2017-06-03,Other,23_to_27,FEMALE
10404620,2019-02-28,HN,33_to_37,MALE
41451628,2018-03-30,Other Cities,unknown,FEMALE
51483064,2019-12-16,HCMC,23_to_27,MALE
33442841,2019-10-18,Other Cities,18_to_22,FEMALE
31583117,2017-06-10,Other Cities,23_to_27,MALE
43670545,2018-10-14,Other Cities,28_to_32,MALE
49766258,2019-11-21,HCMC,23_to_27,MALE
36729883,2019-02-07,HCMC,28_to_32,FEMALE
42695413,2018-09-25,HN,unknown,MALE
4513555,2018-03-24,HCMC,33_to_37,FEMALE
48180852,2019-07-25,HCMC,18_to_22,FEMALE
1265273,2020-10-09,HCMC,18_to_22,MALE
39142261,2017-06-20,Other Cities,28_to_32,FEMALE
55899332,2020-05-20,Other Cities,33_to_37,MALE
40080628,9917-10-06,Other Cities,unknown,MALE
43660192,2019-08-29,Other,28_to_32,MALE
51621317,2020-01-29,Unknown,18_to_22,MALE
51499192,2020-01-08,Other Cities,23_to_27,MALE
34470168,2018-09-25,Other Cities,23_to_27,FEMALE
30691418,2020-08-20,Other Cities,23_to_27,MALE
43030990,2019-07-24,Other Cities,unknown,FEMALE
47576309,2020-03-13,Other Cities,28_to_32,MALE
57938800,2020-08-29,Other Cities,unknown,MALE
30345585,2017-06-30,Other Cities,28_to_32,MALE
48095576,2019-07-11,Unknown,>37,MALE
49752190,2020-05-14,Unknown,unknown,MALE
32648461,2017-03-17,HCMC,23_to_27,MALE
41375832,2020-11-19,Other Cities,unknown,MALE
46287977,2019-05-10,Other Cities,unknown,MALE
12047013,2020-01-10,HCMC,28_to_32,MALE
41566239,2019-08-19,HCMC,33_to_37,MALE
24920724,2020-11-17,Other Cities,unknown,MALE
41812531,2019-07-10,HCMC,unknown,MALE
17357539,2019-12-10,Unknown,28_to_32,MALE
48583563,2019-09-01,HN,18_to_22,FEMALE
52159655,2019-12-29,Other Cities,28_to_32,MALE
44643285,2019-03-24,HN,18_to_22,MALE
45144219,2020-10-30,Other Cities,unknown,FEMALE
48786851,2019-08-26,Other Cities,33_to_37,MALE
45055576,2019-02-12,Other Cities,28_to_32,FEMALE
50185076,2019-11-01,HCMC,33_to_37,MALE
38866167,2019-02-03,HN,23_to_27,MALE
53432081,2020-02-10,Other Cities,unknown,MALE
39981325,2017-09-16,HN,23_to_27,MALE
53009969,2020-02-05,HCMC,23_to_27,FEMALE
49148711,2019-09-04,Other Cities,unknown,FEMALE
57607847,2020-08-04,Other Cities,unknown,FEMALE
2523521,2019-03-31,Other Cities,23_to_27,FEMALE
52996565,2020-07-15,Other Cities,28_to_32,FEMALE
53884051,2020-06-10,Other Cities,>37,FEMALE
49346233,2020-01-31,HCMC,18_to_22,FEMALE
47807707,2020-03-06,Other Cities,23_to_27,MALE
59999043,2020-11-04,Other Cities,unknown,FEMALE
48585434,2020-01-28,Other Cities,23_to_27,FEMALE
4631765,2019-11-05,HCMC,unknown,FEMALE
49271303,2020-01-24,Other Cities,23_to_27,MALE
57944420,2020-10-21,Other Cities,23_to_27,MALE
42857962,2019-03-16,HN,18_to_22,MALE
39196146,2017-06-13,HCMC,33_to_37,MALE
45201581,2019-05-09,HN,23_to_27,MALE
47667326,2019-06-15,Other Cities,28_to_32,FEMALE
35309642,2019-08-22,HN,23_to_27,MALE
34188168,2018-02-05,Other Cities,23_to_27,MALE
40634051,2019-08-13,HCMC,33_to_37,MALE
43379557,2019-06-18,HCMC,23_to_27,FEMALE
47295035,2019-06-05,HCMC,28_to_32,MALE
58413901,2020-10-01,HN,unknown,MALE
38766696,2017-08-31,HCMC,28_to_32,MALE
42541174,2018-09-27,Other Cities,>37,MALE
15587881,2017-04-30,HCMC,28_to_32,MALE
55637288,2020-09-26,HN,unknown,MALE
36299844,2020-07-22,Other Cities,33_to_37,MALE
45175370,2019-10-05,Other Cities,23_to_27,FEMALE
48086864,2019-07-13,Other Cities,33_to_37,FEMALE
40947765,2020-03-10,Other Cities,>37,MALE
50523258,2019-11-05,HCMC,23_to_27,MALE
23620056,2020-01-19,Other Cities,28_to_32,MALE
42123361,2018-06-05,HCMC,33_to_37,MALE
43265664,2018-09-14,Other Cities,28_to_32,MALE
44341661,2018-11-24,Other Cities,28_to_32,MALE
49517527,2019-09-24,HN,unknown,MALE
52193614,2019-12-31,Other Cities,33_to_37,FEMALE
56242027,2020-06-03,Unknown,18_to_22,MALE
43992133,2019-12-22,HCMC,28_to_32,MALE
3774301,2018-06-15,HCMC,23_to_27,FEMALE
47841233,2020-04-10,Other Cities,23_to_27,FEMALE
21344348,2019-02-28,Other,33_to_37,FEMALE
44972548,2020-06-24,Other Cities,unknown,FEMALE
53641638,2020-05-06,Other,unknown,MALE
46924575,2019-05-09,HN,>37,MALE
34069569,2016-07-27,Other Cities,33_to_37,FEMALE
49289514,2019-09-21,HCMC,18_to_22,MALE
46720625,2019-04-11,HN,18_to_22,MALE
41389373,2018-03-26,Other Cities,28_to_32,MALE
46314005,2019-03-13,HCMC,23_to_27,FEMALE
47529799,2019-06-19,HCMC,18_to_22,MALE
36768351,2019-04-23,HCMC,>37,MALE
55545914,2020-04-24,HCMC,>37,MALE
56031143,2020-11-01,Other Cities,unknown,MALE
37299679,2018-04-05,HCMC,23_to_27,MALE
41198570,2018-07-04,Other Cities,unknown,MALE
27358687,2019-09-17,Other Cities,23_to_27,FEMALE
40431088,2019-05-19,HCMC,28_to_32,FEMALE
38381277,2019-04-13,HCMC,33_to_37,MALE
19100717,2020-07-05,Unknown,unknown,MALE
47673247,2019-07-13,HN,>37,FEMALE
49897508,2020-01-29,HCMC,18_to_22,FEMALE
36055280,2018-11-11,HCMC,unknown,FEMALE
40787586,2019-02-18,HCMC,33_to_37,MALE
18859673,2019-06-23,HCMC,28_to_32,MALE
46327201,2019-04-02,Other Cities,18_to_22,MALE
45997678,2019-03-02,HCMC,23_to_27,FEMALE
45810776,2019-02-24,HCMC,23_to_27,MALE
47917473,2019-06-30,Other Cities,23_to_27,MALE
13838275,2017-02-28,Unknown,>37,FEMALE
901090,2020-03-22,Other Cities,unknown,MALE
49189966,2019-09-10,Other Cities,28_to_32,MALE
49063627,2020-10-20,Other Cities,unknown,MALE
53501290,2020-10-09,Other Cities,28_to_32,MALE
51813752,2020-05-05,HCMC,>37,MALE
43853683,2018-11-07,Other Cities,28_to_32,MALE
23730474,2020-06-21,Unknown,unknown,FEMALE
57588950,2020-08-03,Other Cities,>37,FEMALE
30981377,2020-09-30,HCMC,28_to_32,FEMALE
41674661,2018-07-14,Other,28_to_32,FEMALE
39847324,2017-09-02,Other Cities,18_to_22,FEMALE
19336280,2019-08-30,Other Cities,28_to_32,FEMALE
48033441,2019-07-07,HCMC,33_to_37,MALE
47341461,2019-05-23,HCMC,18_to_22,FEMALE
41531415,2019-01-25,Other Cities,28_to_32,MALE
40544366,2020-10-16,Other Cities,unknown,FEMALE
23766639,2019-12-01,HN,unknown,FEMALE
34720395,2020-02-14,HCMC,28_to_32,MALE
53931090,2020-04-10,Other Cities,33_to_37,FEMALE
41527236,2018-12-25,HCMC,28_to_32,FEMALE
43032129,2019-04-03,Other,unknown,FEMALE
53780494,2020-03-19,HCMC,18_to_22,MALE
46957377,2019-12-26,Other Cities,28_to_32,MALE
35317577,2016-04-30,Other,28_to_32,MALE
47839829,2019-07-09,HCMC,28_to_32,MALE
46717942,2019-12-10,HCMC,23_to_27,MALE
52357808,2020-03-03,Other Cities,33_to_37,MALE
46693371,2019-04-09,Other,23_to_27,MALE
49274151,2019-10-04,HCMC,18_to_22,MALE
45665412,2019-08-22,HCMC,18_to_22,MALE
45248125,2019-04-05,Other Cities,23_to_27,MALE
44112085,2018-11-09,HCMC,23_to_27,MALE
41320348,2019-02-15,Other Cities,23_to_27,MALE
47571112,2019-07-23,Other Cities,23_to_27,MALE
42364002,2019-09-24,HCMC,unknown,MALE
51512338,2019-12-09,HCMC,33_to_37,MALE
49408704,2019-10-18,HCMC,23_to_27,MALE
25887706,2019-12-12,Other Cities,28_to_32,MALE
26587790,2020-06-16,Other Cities,unknown,FEMALE
49764359,2019-10-17,HCMC,23_to_27,MALE
40471782,2017-12-05,Other Cities,unknown,MALE
52243394,2020-07-24,Other Cities,unknown,MALE
42746924,2019-09-27,Other Cities,18_to_22,MALE
12957959,2019-05-06,HCMC,>37,FEMALE
43523181,2019-11-16,HN,unknown,FEMALE
45092679,2019-01-16,Unknown,unknown,FEMALE
46821125,2019-04-20,Other,>37,FEMALE
60989952,2020-12-12,Unknown,unknown,FEMALE
36631567,2018-01-24,HN,33_to_37,MALE
35257792,2018-08-31,HN,28_to_32,MALE
45311371,2019-11-26,HN,28_to_32,MALE
44133788,2018-11-07,Other,18_to_22,MALE
56500154,2020-06-13,Other Cities,unknown,MALE
21321873,2017-04-03,Other Cities,28_to_32,MALE
34181490,2016-10-21,HN,28_to_32,FEMALE
51362542,2019-12-03,Other Cities,unknown,FEMALE
40341941,2019-06-12,Other Cities,unknown,MALE
43067393,2019-01-03,HN,28_to_32,MALE
43912222,2018-10-30,HN,23_to_27,MALE
43307771,2019-05-11,Other Cities,28_to_32,FEMALE
48571103,2020-02-22,Other,23_to_27,MALE
36846131,2019-08-21,HCMC,23_to_27,FEMALE
45646583,2019-02-24,HCMC,33_to_37,MALE
28450172,2017-12-13,Ho Chi Minh City,33_to_37,FEMALE
34792846,2016-08-31,Other Cities,28_to_32,MALE
40052336,9917-10-01,HCMC,33_to_37,FEMALE
51223960,2019-11-29,Other Cities,unknown,MALE
26647731,2019-02-14,Unknown,unknown,MALE
33974589,2016-01-09,HCMC,>37,MALE
29653000,2020-07-12,Other Cities,23_to_27,MALE
51233798,2019-11-29,HCMC,>37,MALE
43632830,2019-11-07,HCMC,18_to_22,MALE
39040327,2019-05-20,Unknown,unknown,MALE
56119646,2020-06-06,Other Cities,23_to_27,MALE
38572252,2017-04-17,Other Cities,23_to_27,MALE
9558043,2020-11-12,Other Cities,unknown,MALE
25423172,2020-05-29,Other Cities,33_to_37,FEMALE
39018975,2018-03-02,HN,28_to_32,MALE
38242907,2020-04-24,Unknown,33_to_37,MALE
32316276,2020-04-30,HCMC,>37,MALE
43987352,2018-10-28,HCMC,23_to_27,MALE
43261337,2019-05-18,Other Cities,33_to_37,MALE
44527410,2019-12-13,Other,23_to_27,FEMALE
3251265,2020-11-13,Unknown,unknown,FEMALE
43575281,2018-10-27,HCMC,23_to_27,MALE
43371826,2018-12-01,HCMC,33_to_37,MALE
50034745,2019-10-18,HN,unknown,FEMALE
55190643,2020-04-23,Other Cities,33_to_37,MALE
33729932,2020-08-31,Unknown,unknown,FEMALE
34030103,2018-11-27,HCMC,28_to_32,MALE
54762291,2020-03-24,Other Cities,unknown,MALE
27675021,2017-12-13,HCMC,28_to_32,MALE
42210647,2018-06-18,HN,>37,FEMALE
56215593,2020-07-06,HCMC,unknown,FEMALE
53052435,2020-02-10,HCMC,18_to_22,MALE
42279804,2018-07-22,Unknown,28_to_32,MALE
52685325,2020-06-21,Unknown,unknown,MALE
46745804,2019-06-14,Unknown,unknown,MALE
39437743,2018-06-19,HN,>37,MALE
18006682,2019-09-07,Other Cities,28_to_32,MALE
55946320,2020-08-30,Other Cities,23_to_27,MALE
46694419,2020-05-17,Other Cities,unknown,MALE
43586012,2018-12-06,HN,18_to_22,MALE
42992906,2020-07-12,Other Cities,unknown,MALE
40607232,2017-12-20,Other Cities,28_to_32,MALE
42366078,2019-01-18,HN,28_to_32,MALE
44201007,2018-11-12,Other,unknown,FEMALE
8343343,2020-07-27,Other Cities,unknown,FEMALE
45725844,2019-11-12,HCMC,23_to_27,MALE
48252570,2019-11-07,Other Cities,33_to_37,MALE
40935248,2019-04-03,Other Cities,33_to_37,FEMALE
44788783,2020-02-03,Other Cities,28_to_32,MALE
48501725,2019-08-04,HN,23_to_27,FEMALE
47344202,2020-04-21,HCMC,28_to_32,MALE
31429451,2019-09-03,Other Cities,23_to_27,MALE
51851023,2019-12-26,Other,unknown,FEMALE
46682354,2019-05-11,Other Cities,33_to_37,FEMALE
45353057,2019-07-17,HCMC,28_to_32,MALE
53470065,2020-02-11,HN,18_to_22,FEMALE
49362758,2019-09-17,Unknown,18_to_22,MALE
29951825,2019-11-12,HCMC,>37,FEMALE
37089908,2017-07-06,Other Cities,23_to_27,FEMALE
52421175,2020-09-03,Other,>37,FEMALE
40489472,2019-08-20,Other Cities,23_to_27,FEMALE
40526679,2018-10-25,HN,23_to_27,FEMALE
28063356,2019-07-03,HCMC,23_to_27,FEMALE
55744789,2020-08-02,Other Cities,>37,FEMALE
56559441,2020-06-16,Other Cities,unknown,MALE
41301498,2019-08-30,HCMC,28_to_32,MALE
46722979,2020-02-01,HCMC,18_to_22,FEMALE
47062121,2019-09-18,HCMC,18_to_22,FEMALE
43271394,2018-09-11,Other Cities,18_to_22,FEMALE
47500585,2020-04-17,Other Cities,18_to_22,MALE
47092342,2019-05-08,HCMC,18_to_22,MALE
47003503,2019-10-29,HCMC,28_to_32,MALE
41759880,2018-05-01,Unknown,unknown,FEMALE
1945300,2019-07-14,Other Cities,33_to_37,MALE
28097592,2019-12-30,HN,>37,FEMALE
44981176,2019-07-09,Other Cities,18_to_22,FEMALE
45851032,2020-05-21,Other Cities,23_to_27,MALE
48099818,2020-05-07,HN,18_to_22,MALE
54651970,2020-03-24,Other Cities,33_to_37,FEMALE
45948202,2020-07-27,HCMC,28_to_32,FEMALE
39117041,2019-06-19,Other Cities,33_to_37,FEMALE
55357247,2020-08-13,Other Cities,23_to_27,MALE
42635397,2020-05-09,Unknown,unknown,FEMALE
39376483,2018-05-27,Other Cities,unknown,MALE
35934137,2016-08-12,Other,28_to_32,MALE
45912652,2019-02-27,HCMC,28_to_32,MALE
21447878,2019-03-16,Other Cities,28_to_32,MALE
35190465,2019-02-17,HCMC,23_to_27,FEMALE
33924212,2018-12-03,Other Cities,unknown,FEMALE
1302371,2020-08-27,HCMC,33_to_37,FEMALE
41735675,2018-04-28,Other Cities,18_to_22,MALE
43411545,2020-01-05,Unknown,28_to_32,MALE
40013432,9917-09-22,Other,28_to_32,MALE
35428195,2016-12-27,HCMC,23_to_27,MALE
10583189,2019-06-28,HCMC,unknown,FEMALE
5464659,2018-08-14,Other Cities,28_to_32,FEMALE
22890235,2017-03-08,Unknown,unknown,MALE
55049907,2020-05-18,Other Cities,33_to_37,MALE
60478088,2020-11-22,Other Cities,>37,MALE
40802283,2019-04-28,HCMC,28_to_32,MALE
41305299,2018-03-27,Other Cities,28_to_32,MALE
18625241,2019-04-19,HCMC,18_to_22,FEMALE
7286392,2019-02-01,Other Cities,33_to_37,FEMALE
44662242,2018-12-17,HN,23_to_27,FEMALE
41897027,2019-05-21,Other Cities,28_to_32,FEMALE
41417507,2018-03-29,HCMC,18_to_22,MALE
39111580,2018-10-26,Other,23_to_27,FEMALE
8486278,2020-06-11,Other Cities,unknown,MALE
6762877,2020-05-07,HCMC,28_to_32,FEMALE
33921100,2017-08-25,Other,23_to_27,MALE
43420742,2019-03-10,Other,23_to_27,MALE
25703437,2020-02-19,Other Cities,>37,FEMALE
37299351,2020-09-24,Ho Chi Minh City,33_to_37,MALE
45564480,2019-02-13,Other Cities,>37,FEMALE
38341419,2018-09-12,Other Cities,23_to_27,MALE
43554676,2018-10-06,Other,28_to_32,MALE
44455288,2018-12-24,Other,18_to_22,FEMALE
40764680,2018-10-20,HN,18_to_22,FEMALE
52167825,2019-12-30,Other Cities,unknown,MALE
55810541,2020-05-28,Other Cities,23_to_27,MALE
25917419,2017-01-07,HCMC,>37,MALE
35845889,2016-08-05,HCMC,23_to_27,FEMALE
43646275,2019-05-13,HCMC,28_to_32,MALE
6950097,2020-07-28,Other Cities,28_to_32,MALE
45043599,2019-02-27,Other Cities,28_to_32,FEMALE
49766690,2019-10-30,Other Cities,unknown,MALE
50208697,2019-11-20,Other Cities,23_to_27,MALE
44421125,2018-12-10,HCMC,23_to_27,FEMALE
40366737,2017-11-20,HN,23_to_27,MALE
58005200,2020-08-19,HCMC,33_to_37,MALE
50044718,2019-10-31,HCMC,unknown,FEMALE
35656207,2018-12-21,HN,33_to_37,MALE
46556659,2019-04-12,Other Cities,18_to_22,MALE
46203761,2019-03-06,Other Cities,23_to_27,FEMALE
43296636,2019-01-15,Other Cities,18_to_22,MALE
53086731,2020-02-14,Other Cities,unknown,MALE
31480680,2019-12-16,HCMC,33_to_37,FEMALE
24724241,2019-06-10,HCMC,23_to_27,FEMALE
39882296,2019-12-23,Other Cities,28_to_32,MALE
46993535,2020-03-10,HCMC,18_to_22,MALE
2140805,2020-05-16,HN,23_to_27,FEMALE
28351656,2020-01-14,Other Cities,28_to_32,MALE
57315596,2020-07-31,Other Cities,28_to_32,MALE
42650537,2019-08-08,HCMC,23_to_27,MALE
42595479,2019-08-19,Other Cities,18_to_22,FEMALE
43096387,2018-08-31,HN,>37,MALE
16920272,2018-07-23,Other Cities,28_to_32,MALE
52352691,2020-10-09,Other Cities,18_to_22,MALE
54581975,2020-03-20,Unknown,unknown,FEMALE
43449862,2020-01-08,Other Cities,23_to_27,FEMALE
46900507,2020-01-14,Unknown,unknown,FEMALE
45874257,2019-12-03,Other Cities,23_to_27,MALE
49342830,2019-09-16,Other Cities,33_to_37,FEMALE
52134965,2020-08-31,Other,23_to_27,MALE
39982875,2018-01-29,HN,23_to_27,MALE
42444089,2018-09-19,Other Cities,>37,FEMALE
35041489,2019-08-31,Other Cities,28_to_32,MALE
55856205,2020-08-29,Other Cities,>37,FEMALE
34580941,2019-02-12,Other,23_to_27,MALE
50328945,2019-10-30,Other Cities,33_to_37,MALE
50989554,2020-05-06,Other Cities,>37,MALE
45680782,2019-08-14,HN,18_to_22,FEMALE
50842952,2019-12-03,HN,unknown,FEMALE
32363003,2019-11-22,HCMC,28_to_32,MALE
54082591,2020-03-30,Other Cities,23_to_27,FEMALE
34032032,2019-10-15,HN,>37,MALE
46989946,2019-05-21,Other Cities,33_to_37,MALE
32665157,2020-07-14,Other Cities,>37,MALE
35641819,2018-05-02,HCMC,>37,MALE
32536714,2019-12-12,HCMC,18_to_22,MALE
40666627,2019-11-26,HN,23_to_27,MALE
41338685,2018-06-25,HCMC,>37,FEMALE
58057363,2020-08-22,HCMC,28_to_32,MALE
41760820,2018-05-03,Other Cities,unknown,MALE
56636973,2020-07-11,Other Cities,18_to_22,FEMALE
44062413,2020-03-26,Other Cities,28_to_32,MALE
30653332,2020-03-22,HCMC,23_to_27,FEMALE
47153216,2019-05-21,HN,23_to_27,MALE
38518550,2017-12-20,HCMC,unknown,MALE
39263550,2019-10-08,Other,28_to_32,MALE
53499405,2020-02-12,HCMC,23_to_27,MALE
41364224,2018-09-12,Other,unknown,MALE
56936175,2020-07-08,HCMC,>37,MALE
46160827,2019-12-13,HCMC,23_to_27,MALE
52390287,2020-04-01,HCMC,>37,MALE
46433627,2019-11-07,HCMC,23_to_27,MALE
44351279,2020-06-16,HN,18_to_22,MALE
41333901,2018-09-05,HCMC,28_to_32,MALE
22057209,2020-04-18,Other Cities,28_to_32,MALE
39187871,2020-07-25,Other Cities,23_to_27,FEMALE
18226749,2018-04-29,HCMC,>37,FEMALE
1362547,2018-04-25,HCMC,23_to_27,MALE
59313637,2020-10-11,Unknown,unknown,MALE
41584783,2020-03-24,Other Cities,18_to_22,MALE
43282659,2019-11-04,HCMC,unknown,FEMALE
52599221,2020-02-28,Other Cities,23_to_27,MALE
41261869,2020-02-11,Other,28_to_32,MALE
52933584,2020-02-10,Other Cities,23_to_27,MALE
22753296,2019-04-17,HCMC,28_to_32,MALE
12227894,2019-08-08,Unknown,unknown,MALE
54348698,2020-03-14,HCMC,23_to_27,FEMALE
38567548,2020-04-07,Other Cities,28_to_32,MALE
53565783,2020-02-14,Other Cities,28_to_32,MALE
43048310,2018-08-28,HCMC,23_to_27,MALE
432820,2020-06-05,Other Cities,23_to_27,FEMALE
47138998,2019-09-24,Other Cities,28_to_32,MALE
42380186,2019-03-30,Other Cities,28_to_32,MALE
39013285,2018-10-29,Other Cities,23_to_27,MALE
54554290,2020-03-18,Other Cities,28_to_32,FEMALE
52657664,2020-02-07,Other Cities,>37,MALE
49631568,2019-12-09,HCMC,18_to_22,FEMALE
49548113,2019-09-25,Unknown,unknown,FEMALE
52589155,2020-01-15,Unknown,unknown,FEMALE
37553391,2020-01-02,HCMC,33_to_37,MALE
48818307,2020-03-31,Other Cities,33_to_37,FEMALE
39172646,2020-03-31,Other Cities,28_to_32,MALE
37154755,2020-01-15,HCMC,unknown,FEMALE
47008492,2019-05-01,Other Cities,18_to_22,MALE
52233864,2020-01-31,HCMC,18_to_22,MALE
37102843,2020-06-17,Unknown,28_to_32,MALE
36409056,2018-08-09,Other Cities,33_to_37,MALE
24480488,2019-02-25,Other,28_to_32,FEMALE
5217544,2020-01-03,HCMC,23_to_27,MALE
22855349,2016-12-09,Other Cities,>37,MALE
7848766,2020-03-08,Other Cities,28_to_32,MALE
1641361,2018-08-11,Other Cities,23_to_27,MALE
40755264,2018-01-10,HCMC,33_to_37,MALE
33893922,2018-03-20,HCMC,33_to_37,MALE
37743708,2020-01-20,HCMC,33_to_37,FEMALE
40998109,2019-08-27,HCMC,23_to_27,FEMALE
40406862,2020-01-19,Other,28_to_32,MALE
49929585,2020-03-02,HN,33_to_37,FEMALE
51333936,2019-12-02,HCMC,18_to_22,MALE
45037497,2019-12-31,Other Cities,23_to_27,FEMALE
36411453,2018-09-18,HCMC,33_to_37,FEMALE
41393148,2019-07-21,HCMC,18_to_22,FEMALE
43591350,2018-10-08,HCMC,>37,FEMALE
30334826,2019-11-03,Other Cities,28_to_32,MALE
40077437,9918-11-15,Other Cities,33_to_37,MALE
46539058,2019-03-29,Other Cities,23_to_27,FEMALE
22863008,2019-05-04,HCMC,unknown,FEMALE
42010967,2019-10-17,Other Cities,28_to_32,MALE
41555623,2018-04-10,HCMC,33_to_37,FEMALE
